connection_time,destination_same_source_port_rate,destination_different_server_rate,connection_status,connection_count,destination_server_different_host_rate,protocol,server_different_host_rate,destination_server_syn_error_rate,destination_host_server_count,fragment_errors,service_type,destination_syn_error_rate,destination_bytes,authentication_status,destination_host_count,destination_reset_error_rate,different_server_rate,class
0,0.1,0.0,SF,10,0.04,tcp,0.0,0.0,255,0,http,0.0,1342,1,10,0.0,0.0,normal
0,0.01,0.02,SF,190,0.0,udp,0.01,0.0,153,0,domain_u,0.0,132,0,192,0.0,0.01,normal
0,0.0,0.01,SF,291,0.0,udp,0.0,0.0,212,0,domain_u,0.0,74,0,255,0.0,0.0,normal
0,0.58,0.28,SF,5,0.0,udp,0.0,0.0,1,0,other,0.0,0,0,255,0.0,0.6,normal
0,0.01,0.0,SF,8,0.0,tcp,0.0,0.0,68,0,http,0.0,446,1,68,0.0,0.0,normal
0,0.11,0.03,SF,1,0.07,udp,1.0,0.0,27,0,domain_u,0.0,0,0,223,0.0,0.0,normal
0,0.21,0.12,SF,1,0.05,tcp,0.0,0.0,39,0,ftp_data,0.0,0,1,48,0.0,0.0,normal
0,0.0,0.0,SF,116,0.0,udp,0.0,0.0,255,0,domain_u,0.0,76,0,255,0.0,0.0,normal
0,0.2,0.0,SF,2,0.04,tcp,0.0,0.0,255,0,http,0.0,480,1,5,0.0,0.0,normal
0,0.01,0.0,S1,1,0.05,tcp,0.0,0.0,255,0,http,0.01,21900,1,128,0.23,0.0,normal
0,0.14,0.0,SF,7,0.02,tcp,0.0,0.0,255,0,http,0.0,6746,1,7,0.0,0.0,normal
0,0.0,0.0,SF,17,0.0,tcp,0.0,0.0,255,0,http,0.0,285,1,255,0.0,0.0,normal
0,0.01,0.0,SF,167,0.0,udp,0.0,0.0,255,0,domain_u,0.0,70,0,255,0.0,0.0,normal
0,0.0,0.0,SF,4,0.0,tcp,0.25,0.0,255,0,http,0.0,15298,1,255,0.0,0.0,normal
8122,0.95,0.65,SF,3,0.0,udp,0.0,0.0,1,0,other,0.0,105,0,255,0.0,0.67,normal
0,0.0,0.01,SF,1,0.0,udp,1.0,0.0,234,0,domain_u,0.0,110,0,255,0.02,0.0,normal
0,0.29,0.02,SF,2,0.02,tcp,0.0,0.01,101,0,ftp_data,0.01,0,1,143,0.0,0.0,normal
0,0.0,0.01,SF,1,0.0,tcp,0.0,0.0,247,0,http,0.0,1478,1,255,0.0,0.0,normal
23,0.0,0.03,SF,1,0.0,tcp,0.0,0.0,48,0,ftp,0.0,1054,1,230,0.0,0.0,normal
0,0.27,0.04,SF,15,0.03,tcp,0.0,0.16,76,0,ftp_data,0.0,0,1,77,0.0,0.0,normal
0,0.01,0.0,SF,11,0.02,tcp,0.0,0.0,255,0,http,0.0,4204,1,188,0.0,0.0,normal
3,0.01,0.03,SF,1,0.02,tcp,1.0,0.0,171,0,smtp,0.01,366,1,107,0.0,0.0,normal
0,0.5,0.0,SF,2,0.01,tcp,0.0,0.0,255,0,http,0.0,5831,1,2,0.0,0.0,normal
0,0.04,0.0,SF,4,0.04,tcp,0.0,0.0,255,0,http,0.0,398,1,27,0.0,0.0,normal
0,0.09,0.58,SF,18,0.0,tcp,0.0,0.0,24,0,ftp_data,0.0,0,0,255,0.0,0.0,normal
0,1.0,0.0,SF,2,0.0,tcp,0.0,0.0,2,0,ftp_data,0.0,0,1,2,0.0,0.0,normal
129,1.0,0.0,SF,1,1.0,tcp,0.0,0.0,3,0,telnet,0.0,30066,1,1,0.0,0.0,normal
0,0.01,0.0,SF,158,0.0,udp,0.01,0.0,255,0,domain_u,0.0,45,0,255,0.0,0.0,normal
0,0.16,0.06,SF,1,0.06,tcp,0.0,0.0,33,0,ftp_data,0.0,0,0,68,0.03,0.0,normal
0,0.01,0.0,SF,10,0.02,tcp,0.0,0.0,255,0,http,0.0,2899,1,124,0.0,0.0,normal
0,0.2,0.05,SF,1,0.06,udp,1.0,0.0,34,0,domain_u,0.0,0,0,115,0.0,0.0,normal
0,0.0,0.0,SF,23,0.0,tcp,0.0,0.0,255,0,http,0.0,6068,1,255,0.0,0.0,normal
0,0.4,0.02,SF,3,0.0,tcp,0.0,0.0,86,0,ftp_data,0.0,0,1,217,0.03,0.0,normal
0,0.0,0.0,SF,3,0.0,tcp,0.5,0.0,255,0,http,0.0,1315,1,255,0.0,0.0,normal
0,0.0,0.0,SF,21,0.0,tcp,0.09,0.0,255,0,http,0.0,749,1,255,0.0,0.0,normal
0,0.1,0.33,SF,20,0.0,tcp,0.0,0.0,26,0,ftp_data,0.0,0,1,255,0.0,0.0,normal
0,0.1,0.3,SF,1,0.0,udp,0.0,0.0,8,0,private,0.0,146,0,10,0.0,0.0,normal
0,0.0,0.0,SF,27,0.0,tcp,0.0,0.0,255,0,http,0.0,3416,1,255,0.0,0.0,normal
0,0.0,0.0,SF,10,0.0,tcp,0.0,0.0,255,0,http,0.0,1461,1,255,0.0,0.0,normal
0,0.0,0.0,SF,12,0.0,tcp,0.0,0.0,255,0,http,0.0,11892,1,255,0.0,0.0,normal
0,0.07,0.01,SF,14,0.0,icmp,0.0,0.0,18,0,urp_i,0.0,0,0,255,0.0,0.14,normal
0,0.0,0.0,SF,23,0.03,tcp,0.0,0.0,255,0,http,0.0,308,1,213,0.0,0.0,normal
0,0.01,0.06,SF,1,0.18,tcp,0.0,0.0,17,0,auth,0.0,36,1,69,0.0,0.0,normal
2,0.25,0.02,SF,2,0.02,tcp,0.0,0.0,82,0,ftp_data,0.0,0,1,138,0.0,0.0,normal
0,0.0,0.01,SF,5,0.0,udp,0.0,0.0,236,0,domain_u,0.0,110,0,246,0.0,0.0,normal
0,0.0,0.0,SF,14,0.0,tcp,0.0,0.0,255,0,http,0.0,3542,1,255,0.0,0.0,normal
0,0.0,0.0,SF,29,0.0,tcp,0.06,0.0,255,0,http,0.0,2457,1,255,0.0,0.0,normal
0,0.01,0.0,SF,8,0.02,tcp,0.0,0.0,255,0,http,0.0,28076,1,92,0.0,0.0,normal
0,0.07,0.0,SF,14,0.02,tcp,0.06,0.0,255,0,http,0.0,484,1,14,0.0,0.0,normal
0,0.34,0.04,SF,2,0.03,tcp,0.0,0.0,78,0,ftp_data,0.0,0,1,89,0.0,0.0,normal
0,0.01,0.03,S1,1,0.01,tcp,0.0,0.01,157,0,smtp,0.02,0,0,87,0.0,0.0,normal
0,0.02,0.0,SF,2,0.01,tcp,0.15,0.0,255,0,http,0.0,2912,1,53,0.0,0.0,normal
0,0.0,0.01,SF,6,0.0,udp,0.22,0.0,224,0,domain_u,0.0,42,0,255,0.0,0.0,normal
0,0.08,0.0,SF,2,0.02,tcp,0.0,0.0,255,0,http,0.0,5592,1,12,0.0,0.0,normal
0,0.33,0.0,SF,3,0.02,tcp,0.0,0.0,255,0,http,0.0,343,1,3,0.0,0.0,normal
0,0.01,0.0,SF,14,0.04,tcp,0.0,0.0,255,0,http,0.0,567,1,113,0.0,0.0,normal
0,0.01,0.0,SF,7,0.02,tcp,0.16,0.0,255,0,http,0.0,293,1,161,0.01,0.0,normal
0,0.01,0.0,SF,95,0.0,udp,0.0,0.0,255,0,domain_u,0.0,73,0,255,0.0,0.0,normal
0,1.0,0.0,REJ,1,0.23,tcp,0.0,0.02,53,0,http,0.0,0,0,1,1.0,0.0,normal
0,0.0,0.0,SF,4,0.01,tcp,0.0,0.0,255,0,http,0.0,3867,1,228,0.0,0.0,normal
0,0.0,0.02,SF,19,0.0,udp,0.02,0.0,190,0,domain_u,0.0,132,0,245,0.0,0.0,normal
0,0.02,0.0,SF,7,0.03,tcp,0.0,0.0,255,0,http,0.0,11445,1,57,0.0,0.0,normal
0,0.0,0.0,SF,10,0.0,tcp,0.0,0.0,255,0,http,0.0,682,1,255,0.0,0.0,normal
0,0.09,0.0,SF,3,0.03,tcp,0.0,0.0,162,0,http,0.0,9822,1,11,0.0,0.0,normal
16,0.01,0.01,SF,2,0.0,udp,0.0,0.0,233,0,private,0.0,147,0,255,0.0,0.0,normal
20,0.0,0.07,SF,1,0.0,tcp,0.0,0.04,53,0,ftp,0.01,774,1,201,0.0,0.0,normal
0,0.0,0.0,SF,18,0.0,tcp,0.0,0.0,255,0,http,0.0,269,1,255,0.0,0.0,normal
0,0.88,0.02,SF,63,0.01,udp,0.01,0.0,200,0,domain_u,0.0,111,0,121,0.09,0.0,normal
0,0.01,0.0,SF,13,0.12,tcp,0.0,0.0,247,0,http,0.0,6033,1,139,0.09,0.0,normal
9,0.0,0.02,SF,1,0.0,tcp,0.0,0.0,45,0,smtp,0.74,488,1,255,0.0,0.0,normal
11,0.01,0.03,SF,1,0.0,tcp,1.0,0.0,100,0,smtp,0.0,329,1,129,0.0,0.0,normal
0,0.99,0.73,SF,4,0.0,udp,0.0,0.0,1,0,other,0.0,0,0,255,0.0,0.75,normal
0,0.07,0.01,SF,21,0.0,icmp,0.0,0.0,17,0,urp_i,0.0,0,0,255,0.0,0.1,normal
0,0.02,0.0,SF,1,0.05,tcp,0.0,0.0,255,0,http,0.0,443,1,42,0.0,0.0,normal
0,0.2,0.4,SF,1,0.02,tcp,0.0,0.0,166,0,smtp,0.0,367,1,5,0.0,0.0,normal
2638,0.99,0.87,SF,1,0.0,udp,0.0,0.0,1,0,other,0.0,105,0,255,0.0,0.0,normal
0,0.01,0.03,SF,4,0.0,udp,0.0,0.0,111,0,private,0.0,145,0,115,0.0,0.5,normal
0,0.01,0.02,SF,134,0.0,udp,0.02,0.0,189,0,domain_u,0.0,46,0,254,0.0,0.0,normal
6,0.01,0.05,SF,1,0.0,tcp,0.0,0.0,11,0,telnet,0.0,116202,1,79,0.0,0.0,normal
0,0.03,0.0,SF,1,0.07,tcp,1.0,0.01,255,0,http,0.03,2178,1,38,0.0,0.0,normal
0,0.25,0.0,SF,4,0.04,tcp,0.0,0.0,255,0,http,0.0,1267,1,4,0.0,0.0,normal
0,0.01,0.01,SF,116,0.0,udp,0.0,0.0,203,0,domain_u,0.0,46,0,255,0.0,0.0,normal
0,0.0,0.01,SF,66,0.0,udp,0.03,0.0,254,0,domain_u,0.0,121,0,255,0.0,0.0,normal
0,0.0,0.0,SF,52,0.02,tcp,0.0,0.0,255,0,http,0.0,311,1,220,0.0,0.0,normal
0,0.01,0.06,SF,152,0.0,tcp,0.0,0.0,2,0,ftp_data,0.99,0,1,255,0.0,0.07,normal
2,0.0,0.01,SF,1,0.0,tcp,1.0,0.0,3,0,smtp,0.0,481,1,255,0.0,0.0,normal
0,0.01,0.01,SF,102,0.0,udp,0.01,0.0,254,0,domain_u,0.0,46,0,255,0.0,0.0,normal
0,0.01,0.0,SF,6,0.05,tcp,0.0,0.0,255,0,http,0.0,347,1,74,0.0,0.0,normal
0,0.06,0.0,SF,6,0.03,tcp,0.09,0.0,255,0,http,0.0,3991,1,18,0.0,0.0,normal
0,0.0,0.0,SF,111,0.0,udp,0.0,0.0,255,0,domain_u,0.0,46,0,255,0.0,0.0,normal
0,0.0,0.0,SF,11,0.0,tcp,0.17,0.0,255,0,http,0.0,253,1,255,0.0,0.0,normal
0,0.07,0.0,SF,1,0.04,tcp,0.22,0.0,255,0,http,0.07,499,1,15,0.0,0.0,normal
0,0.01,0.72,SF,1,0.02,tcp,0.0,0.0,88,0,smtp,0.0,240,1,98,0.66,0.0,normal
0,0.0,0.0,SF,9,0.0,tcp,0.15,0.0,255,0,http,0.0,313,1,255,0.0,0.0,normal
0,0.0,0.01,SF,72,0.0,udp,0.01,0.0,211,0,domain_u,0.0,73,0,255,0.0,0.0,normal
0,0.0,0.0,SF,11,0.0,tcp,0.0,0.0,255,0,http,0.0,4898,1,255,0.0,0.0,normal
0,0.15,0.03,SF,8,0.0,tcp,0.0,0.0,24,0,ftp_data,0.0,0,1,157,0.0,0.0,normal
0,0.08,0.0,SF,1,0.0,udp,0.0,0.0,12,0,private,0.0,0,0,12,0.0,0.0,normal
1,0.01,0.08,SF,1,0.67,tcp,0.0,0.0,3,0,pop_3,0.01,1565,1,72,0.01,0.0,normal
0,1.0,0.0,SF,1,0.07,tcp,0.0,0.0,255,0,http,0.0,27928,1,1,0.0,0.0,normal
0,0.01,0.0,SF,4,0.02,tcp,0.17,0.0,255,0,http,0.0,1588,1,125,0.0,0.0,normal
0,0.0,0.0,SF,9,0.0,tcp,0.0,0.0,255,0,http,0.0,1875,1,255,0.0,0.0,normal
1,0.01,0.04,SF,1,0.02,tcp,1.0,0.0,108,0,smtp,0.0,332,1,160,0.0,0.0,normal
0,0.17,0.0,SF,3,0.05,tcp,0.5,0.0,183,0,http,0.0,1307,1,6,0.0,0.0,normal
0,0.01,0.0,SF,2,0.01,tcp,0.0,0.0,255,0,http,0.0,18308,1,127,0.0,0.0,normal
0,0.01,0.01,SF,191,0.0,udp,0.0,0.0,254,0,domain_u,0.0,79,0,255,0.0,0.01,normal
0,0.01,0.0,SF,7,0.02,tcp,0.25,0.0,255,0,http,0.0,521,1,191,0.0,0.0,normal
0,0.05,0.0,SF,19,0.03,tcp,0.0,0.01,255,0,http,0.0,505,1,19,0.0,0.0,normal
0,0.04,0.03,SF,2,0.05,tcp,0.0,0.0,41,0,ftp_data,0.0,0,0,145,0.0,0.0,normal
1,0.03,0.17,SF,1,0.02,tcp,1.0,0.0,115,0,smtp,0.0,330,1,30,0.0,0.0,normal
0,0.02,0.0,SF,8,0.01,tcp,0.14,0.0,255,0,http,0.0,3505,1,41,0.0,0.0,normal
0,0.0,0.0,SF,13,0.01,tcp,0.0,0.0,255,0,http,0.0,1444,1,213,0.0,0.0,normal
0,0.01,0.0,SF,5,0.02,tcp,0.0,0.0,255,0,http,0.0,292,1,153,0.0,0.0,normal
0,0.2,0.0,SF,1,0.01,tcp,0.0,0.0,255,0,http,0.0,164,1,5,0.0,0.0,normal
2,0.01,0.01,SF,1,0.01,tcp,0.0,0.0,241,0,smtp,0.0,344,1,170,0.0,0.0,normal
0,0.01,0.0,SF,6,0.02,tcp,0.29,0.0,255,0,http,0.0,769,1,131,0.0,0.0,normal
0,0.01,0.0,SF,2,0.03,tcp,0.0,0.0,255,0,http,0.01,22158,1,129,0.0,0.0,normal
0,0.08,0.0,SF,1,0.04,tcp,0.67,0.0,255,0,http,0.0,502,1,13,0.0,0.0,normal
0,0.04,0.02,SF,1,0.0,tcp,0.0,0.0,11,0,ftp_data,0.0,0,1,247,0.82,0.0,normal
0,0.08,0.0,SF,13,0.03,tcp,0.18,0.0,255,0,http,0.0,456,1,13,0.0,0.0,normal
0,0.01,0.0,SF,16,0.01,tcp,0.12,0.0,255,0,http,0.0,1744,1,174,0.0,0.0,normal
0,0.14,0.0,SF,7,0.05,tcp,0.0,0.0,255,0,http,0.0,4580,1,7,0.0,0.0,normal
0,0.01,0.0,SF,24,0.03,tcp,0.0,0.0,255,0,http,0.01,1817,1,115,0.0,0.0,normal
0,0.0,0.0,SF,8,0.0,tcp,0.0,0.01,255,0,http,0.01,299,1,255,0.0,0.0,normal
0,0.0,0.0,SF,11,0.0,tcp,0.13,0.0,255,0,http,0.0,784,1,255,0.0,0.0,normal
0,0.0,0.01,SF,1,0.0,udp,0.0,0.0,214,0,domain_u,0.0,91,0,255,0.0,0.0,normal
10,0.01,0.03,SF,1,0.0,tcp,0.0,0.0,1,0,telnet,0.0,1580,1,159,0.0,0.0,normal
0,0.0,0.0,SF,353,0.0,udp,0.0,0.0,255,0,other,0.0,0,0,255,0.0,0.0,normal
27,0.12,0.25,SF,1,0.0,tcp,0.0,0.0,4,0,ftp,0.0,4152,1,8,0.0,0.0,normal
0,0.03,0.07,SF,1,0.02,tcp,0.0,0.0,121,0,smtp,0.0,330,1,30,0.0,0.0,normal
12,0.01,0.02,SF,1,0.01,tcp,0.0,0.0,187,0,smtp,0.0,336,1,195,0.0,0.0,normal
0,0.01,0.02,SF,4,0.0,udp,0.0,0.0,122,0,private,0.0,145,0,137,0.0,0.5,normal
0,0.01,0.03,SF,1,0.01,tcp,0.0,0.0,134,0,smtp,0.01,279,1,157,0.0,0.0,normal
22,0.33,0.67,SF,1,0.0,tcp,0.0,0.0,2,0,ftp,0.0,903,1,3,0.0,0.0,normal
0,0.0,0.0,SF,13,0.0,tcp,0.1,0.0,255,0,http,0.0,3276,1,255,0.0,0.0,normal
0,0.09,0.0,SF,11,0.06,tcp,0.0,0.0,255,0,http,0.0,476,1,11,0.0,0.0,normal
0,0.43,0.02,SF,1,0.0,udp,0.0,0.0,48,0,ntp_u,0.0,48,0,112,0.0,0.0,normal
0,0.25,0.0,SF,1,0.06,tcp,0.0,0.0,254,0,http,0.0,4675,1,4,0.0,0.0,normal
0,0.0,0.0,SF,1,0.01,tcp,1.0,0.0,255,0,http,0.0,12632,1,210,0.0,0.0,normal
0,0.04,0.0,SF,8,0.02,tcp,0.0,0.0,255,0,http,0.0,3851,1,23,0.0,0.0,normal
0,0.28,0.02,SF,18,0.0,tcp,0.0,0.0,72,0,ftp_data,0.0,0,1,255,0.03,0.0,normal
0,0.14,0.0,SF,1,0.07,tcp,1.0,0.0,255,0,http,0.0,4704,1,7,0.0,0.0,normal
0,0.0,0.01,SF,74,0.0,udp,0.03,0.0,254,0,domain_u,0.0,116,0,255,0.0,0.0,normal
0,0.01,0.0,SF,20,0.04,tcp,0.0,0.0,255,0,http,0.0,1314,1,147,0.0,0.0,normal
0,0.01,0.02,SF,1,0.01,tcp,0.0,0.0,245,0,smtp,0.0,329,1,171,0.0,0.0,normal
0,0.0,0.01,SF,116,0.0,udp,0.02,0.0,227,0,domain_u,0.0,116,0,255,0.0,0.0,normal
0,0.0,0.0,SF,11,0.0,tcp,0.27,0.0,255,0,http,0.0,656,1,255,0.0,0.0,normal
421,0.0,0.02,SF,1,0.0,tcp,0.0,0.69,54,0,telnet,0.55,12679,1,255,0.0,0.0,normal
0,0.47,0.07,SF,6,0.02,tcp,0.29,0.0,85,0,ftp_data,0.0,0,1,75,0.0,0.0,normal
0,0.0,0.0,SF,19,0.0,tcp,0.07,0.01,255,0,http,0.01,7525,1,255,0.0,0.0,normal
0,0.0,0.01,SF,1,0.0,tcp,0.0,0.0,251,0,http,0.0,3383,1,255,0.0,0.0,normal
1,0.05,0.1,SF,1,0.01,tcp,1.0,0.0,242,0,smtp,0.0,364,1,21,0.0,0.0,normal
0,0.0,0.02,SF,1,0.0,tcp,0.0,0.07,15,0,finger,0.0,139,0,255,0.0,0.0,normal
10,0.01,0.04,SF,1,0.02,tcp,0.0,0.0,114,0,smtp,0.0,333,1,128,0.0,0.0,normal
0,0.03,0.0,SF,3,0.06,tcp,0.0,0.0,255,0,http,0.0,9724,1,39,0.0,0.0,normal
0,0.0,0.0,SF,41,0.0,tcp,0.06,0.0,255,0,http,0.0,797,1,255,0.0,0.0,normal
0,1.0,0.0,SF,1,0.05,tcp,0.0,0.0,255,0,http,0.0,10246,1,1,0.0,0.0,normal
0,0.05,0.0,SF,6,0.03,tcp,0.0,0.0,255,0,http,0.0,981,1,19,0.05,0.0,normal
0,0.02,0.0,SF,1,0.15,tcp,0.0,0.0,255,0,http,0.0,278,1,47,0.64,0.0,normal
0,0.03,0.0,SF,6,0.08,tcp,0.38,0.0,195,0,http,0.0,6509,1,34,0.0,0.0,normal
1,0.01,0.02,SF,1,0.01,tcp,1.0,0.0,238,0,smtp,0.0,328,1,109,0.0,0.0,normal
0,0.0,0.01,SF,1,0.02,tcp,0.0,0.78,129,0,smtp,0.81,386,1,248,0.0,0.0,normal
0,0.0,0.0,SF,76,0.0,udp,0.01,0.0,255,0,domain_u,0.0,147,0,255,0.0,0.0,normal
0,0.01,0.01,SF,2,0.0,udp,0.0,0.0,151,0,private,0.0,0,0,177,0.0,0.0,normal
0,0.0,0.0,SF,213,0.0,udp,0.0,0.0,255,0,domain_u,0.0,44,0,255,0.0,0.0,normal
116,0.0,0.06,RSTO,1,0.0,tcp,0.0,0.0,5,0,telnet,0.94,0,0,255,0.01,0.0,normal
27,0.06,0.12,SF,3,0.0,udp,0.5,0.0,15,0,domain_u,0.0,44,0,16,0.0,0.67,normal
0,0.14,0.02,SF,236,0.0,udp,0.0,0.0,92,0,domain_u,0.0,44,0,125,0.0,0.01,normal
0,0.0,0.06,SF,1,0.0,tcp,0.0,0.0,7,0,finger,0.02,225,0,255,0.0,0.0,normal
0,0.03,0.0,SF,14,0.06,tcp,0.0,0.0,255,0,http,0.0,4739,1,39,0.0,0.0,normal
2,0.1,0.2,SF,1,0.02,tcp,0.0,0.0,152,0,smtp,0.0,1370,1,10,0.0,0.0,normal
0,0.01,0.03,SF,1,0.02,tcp,1.0,0.0,115,0,smtp,0.0,330,1,115,0.03,0.0,normal
0,0.02,0.04,S0,2,0.12,tcp,0.0,0.06,17,0,finger,0.01,0,0,124,0.0,0.0,normal
0,0.03,0.0,SF,10,0.04,tcp,0.0,0.0,255,0,http,0.0,15150,1,40,0.0,0.0,normal
0,0.25,0.0,SF,4,0.01,tcp,0.0,0.0,255,0,http,0.0,369,1,4,0.0,0.0,normal
0,0.0,0.0,SF,4,0.0,tcp,0.4,0.0,255,0,http,0.0,5790,1,255,0.0,0.0,normal
0,0.07,0.0,SF,14,0.03,tcp,0.0,0.0,250,0,http,0.0,61552,1,14,0.0,0.0,normal
0,0.04,0.0,SF,24,0.04,tcp,0.0,0.0,255,0,http,0.0,7775,1,24,0.0,0.0,normal
0,0.0,0.0,SF,20,0.0,tcp,0.14,0.0,255,0,http,0.0,511,1,255,0.0,0.0,normal
0,0.01,0.0,SF,7,0.04,tcp,0.0,0.0,255,0,http,0.0,5320,1,85,0.0,0.0,normal
0,0.0,0.0,SF,11,0.0,tcp,0.29,0.0,208,0,http,0.0,1415,1,208,0.0,0.0,normal
0,0.01,0.07,SF,1,0.01,tcp,0.0,0.01,146,0,smtp,0.04,326,1,89,0.0,0.0,normal
0,0.0,0.01,SF,200,0.0,udp,0.01,0.0,253,0,domain_u,0.0,131,0,255,0.0,0.0,normal
0,0.03,0.0,SF,10,0.04,tcp,0.0,0.0,255,0,http,0.0,3583,1,30,0.0,0.0,normal
0,0.25,0.0,SF,4,0.05,tcp,0.25,0.0,255,0,http,0.0,549,1,4,0.0,0.0,normal
0,0.5,0.0,SF,2,0.07,tcp,0.0,0.0,255,0,http,0.0,11271,1,2,0.0,0.0,normal
1,0.0,0.71,SF,1,0.0,tcp,1.0,0.0,12,0,smtp,0.0,328,1,255,0.0,0.0,normal
0,0.14,0.0,REJ,1,0.21,tcp,0.0,0.0,243,0,http,0.0,0,0,7,1.0,0.0,normal
0,0.01,0.0,SF,86,0.0,udp,0.01,0.0,255,0,domain_u,0.0,44,0,255,0.0,0.0,normal
0,0.0,0.0,SF,6,0.0,tcp,0.0,0.0,255,0,http,0.0,480,1,255,0.01,0.0,normal
0,0.08,0.0,SF,12,0.16,tcp,0.0,0.0,255,0,http,0.0,1944,1,12,0.0,0.0,normal
0,0.01,0.01,SF,244,0.0,udp,0.01,0.0,219,0,domain_u,0.0,95,0,255,0.0,0.0,normal
0,0.25,0.0,REJ,1,0.04,tcp,0.67,0.0,213,0,http,0.0,0,0,4,1.0,0.0,normal
0,0.01,0.01,SF,111,0.0,udp,0.0,0.0,254,0,domain_u,0.0,72,0,255,0.0,0.0,normal
0,0.02,0.0,SF,25,0.04,tcp,0.06,0.0,255,0,http,0.02,5348,1,53,0.0,0.0,normal
0,0.07,0.0,SF,4,0.02,tcp,0.0,0.0,255,0,http,0.0,1841,1,15,0.0,0.0,normal
0,0.01,0.0,SF,18,0.02,tcp,0.16,0.01,255,0,http,0.01,874,1,150,0.0,0.0,normal
1,0.01,0.03,SF,1,0.0,tcp,1.0,0.0,76,0,smtp,0.0,329,1,86,0.0,0.0,normal
0,0.01,0.0,SF,3,0.0,tcp,0.0,0.0,146,0,http,0.0,12884,1,146,0.0,0.0,normal
0,0.0,0.0,SF,20,0.0,tcp,0.1,0.0,255,0,http,0.0,748,1,255,0.0,0.0,normal
0,0.11,0.0,SF,9,0.01,tcp,0.17,0.0,255,0,http,0.0,3248,1,9,0.0,0.0,normal
0,0.0,0.0,SF,27,0.0,tcp,0.0,0.0,255,0,http,0.0,706,1,255,0.0,0.0,normal
0,0.1,0.0,SF,10,0.05,tcp,0.0,0.0,98,0,http,0.0,1963,1,10,0.0,0.0,normal
0,0.01,0.0,REJ,41,0.1,tcp,0.07,0.0,255,0,http,0.0,0,0,86,0.33,0.0,normal
0,0.25,0.0,SF,1,0.05,tcp,0.1,0.0,255,0,http,0.0,443,1,4,0.0,0.0,normal
0,0.0,0.0,SF,42,0.01,tcp,0.05,0.0,255,0,http,0.0,5196,1,230,0.0,0.0,normal
8,0.01,0.02,SF,1,0.01,tcp,1.0,0.0,176,0,smtp,0.0,330,1,190,0.0,0.0,normal
0,0.0,0.0,SF,13,0.0,tcp,0.14,0.0,255,0,http,0.0,15634,1,255,0.01,0.0,normal
0,1.0,0.0,SF,407,0.0,udp,0.0,0.0,255,0,other,0.0,4,0,255,0.0,0.0,normal
0,0.0,0.01,SF,79,0.0,udp,0.01,0.0,254,0,domain_u,0.0,127,0,255,0.0,0.0,normal
0,0.0,0.0,SF,29,0.0,tcp,0.09,0.0,255,0,http,0.0,309,1,255,0.0,0.0,normal
0,0.11,0.03,SF,2,0.06,tcp,1.0,0.0,36,0,ftp_data,0.0,0,0,198,0.0,1.0,normal
1,0.33,0.0,SF,1,0.01,tcp,1.0,0.0,195,0,smtp,0.0,335,1,3,0.0,0.0,normal
0,0.61,0.09,SF,6,0.0,tcp,0.0,0.01,70,0,ftp_data,0.01,0,1,129,0.0,0.0,normal
0,0.21,0.02,SF,1,0.0,tcp,0.0,0.0,41,0,ftp_data,0.0,0,1,195,0.0,0.0,normal
0,0.04,0.0,REJ,1,0.12,tcp,1.0,0.0,248,0,http,0.0,0,0,25,1.0,0.0,normal
0,0.68,0.01,SF,5,0.0,udp,0.2,0.0,135,0,domain_u,0.0,0,0,198,0.0,0.0,normal
0,0.14,0.0,SF,2,0.03,tcp,0.0,0.0,255,0,http,0.0,453,1,7,0.0,0.0,normal
0,0.88,0.02,SF,54,0.01,udp,0.01,0.0,223,0,domain_u,0.0,128,0,112,0.07,0.0,normal
0,0.73,0.01,SF,73,0.01,udp,0.02,0.0,196,0,domain_u,0.0,129,0,213,0.07,0.0,normal
0,0.0,0.0,SF,76,0.0,udp,0.01,0.0,255,0,domain_u,0.0,139,0,255,0.0,0.0,normal
0,0.05,0.01,SF,15,0.0,icmp,0.22,0.0,14,0,urp_i,0.0,0,0,255,0.0,0.13,normal
450,0.07,0.02,SF,3,0.0,udp,0.22,0.0,138,0,domain_u,0.0,34,0,184,0.0,0.0,normal
0,0.01,0.05,SF,2,0.18,tcp,0.0,0.0,11,0,auth,0.0,39,1,74,0.0,1.0,normal
0,0.0,0.02,SF,2,0.0,tcp,0.0,0.0,13,0,finger,0.0,141,0,222,0.0,1.0,normal
0,0.01,0.0,SF,15,0.01,tcp,0.0,0.0,255,0,http,0.0,1139,1,140,0.0,0.0,normal
5,0.0,0.02,SF,1,0.02,tcp,0.0,0.0,124,0,smtp,0.0,332,1,204,0.03,0.0,normal
0,0.0,0.0,SF,69,0.0,udp,0.01,0.0,255,0,domain_u,0.0,129,0,255,0.0,0.0,normal
0,0.02,0.0,SF,1,0.03,tcp,0.0,0.0,255,0,http,0.0,1669,1,54,0.0,0.0,normal
0,0.03,0.0,SF,6,0.05,tcp,0.0,0.0,255,0,http,0.0,9320,1,29,0.0,0.0,normal
0,0.03,0.0,SF,10,0.21,tcp,0.24,0.0,231,0,http,0.0,349,1,30,0.1,0.0,normal
0,0.01,0.0,SF,192,0.0,udp,0.0,0.0,255,0,domain_u,0.0,44,0,255,0.0,0.0,normal
0,0.0,0.0,SF,23,0.0,udp,0.0,0.0,255,0,domain_u,0.0,131,0,255,0.0,0.09,normal
