,syn_error_rate,connection_time,destination_same_source_port_rate,destination_different_server_rate,connection_status,connection_count,destination_server_different_host_rate,suspicious_activity,protocol,server_different_host_rate,destination_server_syn_error_rate,destination_host_server_count,destination_same_server_rate,fragment_errors,compromised_count,source_bytes,service_type,destination_syn_error_rate,same_server_rate,reset_error_rate,server_request_count,destination_server_reset_error_rate,server_reset_error_rate,server_syn_error_rate,destination_bytes,guest_login,authentication_status,destination_host_count,destination_reset_error_rate,different_server_rate,class
5482,0.0,0,0.0,0.0,SF,2,0.0,0,tcp,0.0,0.0,255,1.0,0,0,303,http,0.0,1.0,0.0,2,0.0,0.0,0.0,7208,0,1,255,0.0,0.0,normal
5483,0.0,0,0.0,0.0,SF,28,0.0,0,tcp,0.06,0.0,255,1.0,0,0,322,http,0.0,1.0,0.0,32,0.0,0.0,0.0,762,0,1,255,0.0,0.0,normal
5484,1.0,0,0.01,0.0,S1,1,0.01,0,tcp,0.0,0.01,255,1.0,0,0,313,http,0.02,1.0,0.0,1,0.0,0.0,1.0,21900,0,1,177,0.01,0.0,normal
5485,0.0,0,0.24,0.06,SF,2,0.0,0,tcp,0.0,0.0,12,0.24,0,0,501760,ftp_data,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,1,51,0.0,0.0,normal
5486,0.0,0,0.01,0.07,SF,1,0.0,0,tcp,0.0,0.0,33,0.36,0,0,1131,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,330,0,1,91,0.0,0.0,normal
5487,0.0,0,0.0,0.02,SF,70,0.0,0,udp,0.01,0.0,206,0.81,0,0,42,domain_u,0.0,1.0,0.0,150,0.0,0.0,0.0,122,0,0,255,0.0,0.0,normal
5488,0.0,0,0.0,0.02,SF,1,0.0,0,tcp,0.0,0.0,234,0.92,0,0,264,http,0.0,1.0,0.0,1,0.0,0.0,0.0,13096,0,1,255,0.0,0.0,normal
5489,0.0,0,0.01,0.05,SF,1,0.0,0,tcp,0.0,0.0,3,0.02,0,0,10,finger,0.0,1.0,0.0,1,0.0,0.0,0.0,141,0,0,144,0.0,0.0,normal
5490,0.0,21,0.02,0.05,SF,1,0.0,4,tcp,0.0,0.0,24,0.39,0,0,234,ftp,0.0,1.0,0.0,1,0.0,0.0,0.0,767,1,1,62,0.0,0.0,normal
5491,0.0,21,0.0,0.02,SF,1,0.0,4,tcp,0.0,0.0,70,0.27,0,0,225,ftp,0.0,1.0,0.0,1,0.0,0.0,0.0,767,1,1,255,0.0,0.0,normal
5492,0.0,0,0.0,0.0,SF,20,0.0,0,tcp,0.14,0.0,255,1.0,0,0,228,http,0.0,1.0,0.0,28,0.0,0.0,0.0,766,0,1,255,0.0,0.0,normal
5493,0.0,0,0.29,0.07,SF,7,0.0,0,tcp,0.0,0.0,13,0.29,0,0,8737,ftp_data,0.0,1.0,0.0,7,0.0,0.0,0.0,0,0,0,45,0.0,0.0,normal
5494,0.0,28,0.0,0.03,SF,1,0.0,19,tcp,0.0,0.0,66,0.27,0,0,942,ftp,0.0,1.0,0.0,1,0.0,0.0,0.0,2713,1,1,245,0.0,0.0,normal
5495,0.0,0,0.0,0.0,SF,6,0.0,0,tcp,0.15,0.0,255,1.0,0,0,345,http,0.0,1.0,0.17,13,0.0,0.08,0.08,9146,0,1,255,0.0,0.0,normal
5496,0.0,12666,0.12,0.25,RSTR,1,0.0,0,tcp,0.0,0.0,2,0.25,0,0,1921,IRC,0.0,1.0,1.0,1,1.0,1.0,0.0,10470,0,0,8,0.25,0.0,normal
5497,0.0,0,0.52,0.02,SF,1,0.02,0,tcp,0.0,0.0,97,0.52,0,0,1378,ftp_data,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,1,166,0.0,0.0,normal
5498,0.0,0,0.01,0.0,SF,10,0.02,0,tcp,0.18,0.0,255,1.0,0,0,249,http,0.0,1.0,0.0,11,0.0,0.0,0.0,12405,0,1,171,0.0,0.0,normal
5499,0.33,0,0.02,0.0,SF,3,0.02,0,tcp,0.5,0.02,255,1.0,0,0,208,http,0.02,1.0,0.0,4,0.0,0.0,0.25,468,0,1,45,0.0,0.0,normal
5500,0.0,0,0.01,0.01,SF,104,0.0,0,udp,0.0,0.0,199,0.78,0,0,46,domain_u,0.0,1.0,0.0,104,0.0,0.0,0.0,46,0,0,255,0.0,0.0,normal
5501,0.0,2,0.04,0.45,SF,1,0.0,0,tcp,0.0,0.0,9,0.04,0,0,2194619,ftp_data,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,1,231,0.0,0.0,normal
5502,0.0,0,0.17,0.0,SF,6,0.05,0,tcp,0.0,0.0,255,1.0,0,0,261,http,0.0,1.0,0.0,6,0.0,0.0,0.0,5238,0,1,6,0.0,0.0,normal
5503,0.0,0,0.0,0.01,SF,189,0.0,0,udp,0.01,0.0,253,0.99,0,0,46,domain_u,0.0,1.0,0.0,269,0.0,0.0,0.0,132,0,0,255,0.0,0.0,normal
5504,0.0,0,0.0,0.0,SF,16,0.0,0,tcp,0.12,0.0,255,1.0,0,0,207,http,0.0,1.0,0.0,17,0.0,0.0,0.0,5971,0,1,255,0.0,0.0,normal
5506,0.0,0,0.0,0.0,SF,4,0.0,0,tcp,0.4,0.0,255,1.0,0,0,205,http,0.0,1.0,0.0,5,0.0,0.0,0.0,584,0,1,255,0.0,0.0,normal
5507,0.0,0,0.0,0.02,SF,1,0.0,0,tcp,0.0,0.0,4,0.02,0,0,35,pop_3,0.0,1.0,0.0,1,0.0,0.0,0.0,130,0,1,255,0.0,0.0,normal
5508,0.0,0,0.03,0.0,SF,32,0.02,0,tcp,0.0,0.0,255,1.0,0,0,203,http,0.0,1.0,0.0,32,0.0,0.0,0.0,1792,0,1,32,0.0,0.0,normal
5509,0.0,0,0.0,0.0,SF,1,0.0,0,tcp,0.0,0.0,255,1.0,0,0,278,http,0.0,1.0,0.0,1,0.0,0.0,0.0,708,0,1,255,0.0,0.0,normal
5510,0.0,0,0.07,0.0,SF,2,0.03,0,tcp,0.0,0.0,255,1.0,0,0,302,http,0.0,1.0,0.0,2,0.0,0.0,0.0,1509,0,1,15,0.0,0.0,normal
5511,0.0,0,0.33,0.0,SF,3,0.04,0,tcp,0.0,0.0,83,1.0,0,0,211,http,0.0,1.0,0.0,3,0.0,0.0,0.0,3712,0,1,3,0.0,0.0,normal
5512,0.0,0,0.0,0.01,SF,145,0.0,0,udp,0.0,0.0,202,0.79,0,0,46,domain_u,0.0,1.0,0.0,145,0.0,0.0,0.0,72,0,0,255,0.0,0.0,normal
5513,0.0,0,0.0,0.01,SF,139,0.0,0,udp,0.0,0.0,254,1.0,0,0,45,domain_u,0.0,1.0,0.0,139,0.0,0.0,0.0,75,0,0,255,0.0,0.0,normal
5514,0.0,0,0.03,0.05,SF,1,0.02,0,tcp,0.0,0.0,246,0.97,0,0,2180,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,331,0,1,37,0.0,0.0,normal
5515,0.0,0,0.06,0.12,SF,1,0.0,0,udp,0.75,0.0,15,0.94,0,0,46,domain_u,0.0,1.0,0.0,4,0.0,0.0,0.0,117,0,0,16,0.0,0.0,normal
5516,0.0,0,0.14,0.0,SF,1,0.08,0,tcp,0.0,0.0,255,1.0,0,0,203,http,0.0,1.0,0.0,1,0.0,0.0,0.0,56215,0,1,7,0.0,0.0,normal
5517,0.0,0,0.04,0.0,SF,11,0.04,0,tcp,0.0,0.0,255,1.0,0,0,271,http,0.0,1.0,0.0,11,0.0,0.0,0.0,349,0,1,26,0.0,0.0,normal
5518,0.0,0,0.0,0.0,SF,1,0.0,2,tcp,0.75,0.0,255,1.0,0,0,241,http,0.0,1.0,0.0,4,0.0,0.0,0.5,34537,0,1,255,0.0,0.0,normal
5519,0.0,0,0.02,0.0,SF,17,0.02,0,tcp,0.0,0.0,255,1.0,0,0,256,http,0.0,1.0,0.0,17,0.0,0.0,0.0,1333,0,1,43,0.0,0.0,normal
5520,0.0,0,0.01,0.0,SF,6,0.02,0,tcp,0.29,0.0,255,1.0,0,0,353,http,0.0,1.0,0.0,7,0.0,0.0,0.0,769,0,1,105,0.0,0.0,normal
5521,0.0,0,0.02,0.0,SF,14,0.05,0,tcp,0.0,0.0,255,1.0,0,0,218,http,0.0,1.0,0.0,14,0.0,0.0,0.0,3089,0,1,53,0.0,0.0,normal
5522,0.0,0,0.03,0.0,SF,11,0.06,0,tcp,0.0,0.0,255,1.0,0,0,243,http,0.0,1.0,0.0,11,0.0,0.0,0.0,13335,0,1,31,0.0,0.0,normal
5523,0.0,0,0.04,0.0,SF,5,0.03,0,tcp,0.33,0.0,255,1.0,0,0,336,http,0.0,1.0,0.0,6,0.0,0.0,0.0,1125,0,1,23,0.0,0.0,normal
5524,0.0,0,0.93,0.14,SF,3,0.03,0,tcp,0.0,0.0,95,0.93,0,0,12286,ftp_data,0.0,1.0,0.0,3,0.0,0.0,0.0,0,0,1,14,0.0,0.0,normal
5526,0.0,0,0.5,0.0,SF,2,0.03,0,tcp,0.0,0.0,255,1.0,0,0,161,http,0.0,1.0,0.0,2,0.0,0.0,0.0,4297,0,1,2,0.0,0.0,normal
5527,0.0,0,0.01,0.0,SF,14,0.0,0,tcp,0.0,0.0,255,1.0,0,0,224,http,0.0,1.0,0.0,14,0.0,0.0,0.0,2649,0,1,255,0.0,0.0,normal
5528,0.0,0,0.01,0.0,SF,7,0.01,0,tcp,0.0,0.01,255,1.0,0,0,224,http,0.0,1.0,0.0,7,0.0,0.0,0.0,383,0,1,112,0.0,0.0,normal
5529,0.33,0,0.0,0.0,SF,3,0.0,0,tcp,0.0,0.0,255,1.0,0,0,322,http,0.0,1.0,0.0,3,0.0,0.0,0.33,236,0,1,255,0.0,0.0,normal
5530,0.0,0,0.01,0.0,SF,15,0.03,0,tcp,0.14,0.0,255,1.0,0,0,354,http,0.0,1.0,0.0,21,0.0,0.0,0.0,9059,0,1,179,0.0,0.0,normal
5533,0.0,0,0.03,0.0,SF,4,0.01,0,tcp,0.0,0.0,135,1.0,0,0,321,http,0.0,1.0,0.0,4,0.0,0.0,0.0,14779,0,1,37,0.0,0.0,normal
5534,0.0,0,0.14,0.0,SF,1,0.04,0,tcp,0.0,0.0,255,1.0,0,0,336,http,0.0,1.0,0.0,1,0.0,0.0,0.0,13637,0,1,7,0.0,0.0,normal
5535,0.0,0,0.01,0.0,SF,9,0.0,0,tcp,0.1,0.0,255,1.0,0,0,386,http,0.0,1.0,0.0,20,0.0,0.0,0.0,296,0,1,255,0.0,0.0,normal
5536,0.0,0,0.0,0.01,SF,67,0.0,0,udp,0.01,0.0,235,0.92,0,0,45,domain_u,0.0,1.0,0.0,147,0.0,0.0,0.0,130,0,0,255,0.0,0.0,normal
5538,0.0,0,0.02,0.0,SF,3,0.02,0,tcp,0.0,0.0,255,1.0,0,0,240,http,0.0,1.0,0.0,3,0.0,0.0,0.0,1469,0,1,66,0.0,0.0,normal
5539,0.0,0,0.25,0.5,SF,1,0.0,0,udp,1.0,0.0,3,0.75,0,0,34,domain_u,0.0,1.0,0.0,3,0.0,0.0,0.0,34,0,0,4,0.0,0.0,normal
5540,0.0,0,0.0,0.0,SF,10,0.0,0,tcp,0.18,0.0,255,1.0,0,0,254,http,0.0,1.0,0.0,11,0.0,0.0,0.0,3497,0,1,255,0.0,0.0,normal
5541,0.0,0,0.97,0.05,SF,1,0.31,0,icmp,0.0,0.0,90,0.97,0,0,30,eco_i,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,0,37,0.0,0.0,normal
5543,0.0,0,0.3,0.03,SF,2,0.0,0,tcp,0.0,0.0,52,0.3,0,0,1153,ftp_data,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,1,173,0.0,0.0,normal
5545,0.0,0,0.01,0.01,SF,133,0.0,0,udp,0.01,0.0,228,0.89,0,0,44,domain_u,0.0,1.0,0.0,135,0.0,0.0,0.0,44,0,0,255,0.0,0.0,normal
5546,0.0,0,0.0,0.01,SF,122,0.0,0,udp,0.0,0.0,177,0.84,0,0,44,domain_u,0.0,1.0,0.0,122,0.0,0.0,0.0,126,0,0,210,0.0,0.0,normal
5547,0.0,0,0.01,0.0,SF,9,0.04,0,tcp,0.0,0.0,255,1.0,0,0,235,http,0.0,1.0,0.0,9,0.0,0.0,0.0,695,0,1,142,0.0,0.0,normal
5548,0.0,0,0.0,0.01,SF,78,0.0,0,udp,0.01,0.0,253,0.99,0,0,42,domain_u,0.0,1.0,0.0,158,0.0,0.0,0.0,129,0,0,255,0.0,0.0,normal
5549,0.0,0,0.17,0.45,SF,2,0.04,0,tcp,0.0,0.0,49,0.17,0,0,15377,ftp_data,0.0,1.0,0.0,2,0.02,0.0,0.0,0,0,1,157,0.42,0.0,normal
5550,0.0,0,0.01,0.07,SF,1,0.0,0,tcp,1.0,0.0,39,0.44,0,0,1003,smtp,0.0,1.0,0.0,2,0.0,0.0,0.0,332,0,1,88,0.0,0.0,normal
5551,0.0,0,0.0,0.0,SF,23,0.0,0,tcp,0.0,0.0,255,1.0,0,0,289,http,0.0,1.0,0.0,23,0.0,0.0,0.0,280,0,1,255,0.0,0.0,normal
5552,0.0,0,0.02,0.06,SF,1,0.02,0,tcp,0.0,0.03,159,0.32,0,0,1352,smtp,0.13,1.0,0.0,1,0.0,0.0,0.0,391,0,1,47,0.0,0.0,normal
5553,0.0,2713,0.99,0.78,SF,2,0.0,0,udp,0.0,0.0,3,0.01,0,0,147,other,0.0,1.0,0.0,2,0.0,0.0,0.0,105,0,0,255,0.0,0.0,normal
5554,0.0,0,0.08,0.0,SF,13,0.04,0,tcp,0.0,0.0,255,1.0,0,0,215,http,0.0,1.0,0.0,13,0.0,0.0,0.0,1644,0,1,13,0.0,0.0,normal
5555,0.0,0,0.0,0.0,SF,11,0.0,0,tcp,0.05,0.0,255,1.0,0,0,258,http,0.0,1.0,0.0,41,0.0,0.0,0.0,406,0,1,255,0.0,0.0,normal
5556,0.0,0,0.01,0.0,SF,11,0.02,0,tcp,0.13,0.0,255,1.0,0,0,303,http,0.0,1.0,0.0,15,0.0,0.0,0.0,312,0,1,67,0.0,0.0,normal
5557,0.0,0,0.0,0.0,SF,5,0.0,0,tcp,0.33,0.0,255,1.0,0,0,358,http,0.0,1.0,0.0,6,0.0,0.0,0.0,321,0,1,255,0.0,0.0,normal
5558,0.0,0,0.03,0.0,SF,8,0.08,0,tcp,0.0,0.0,255,1.0,0,0,298,http,0.0,1.0,0.0,8,0.0,0.0,0.0,3897,0,1,37,0.0,0.0,normal
5559,0.0,0,0.1,0.0,SF,10,0.04,0,tcp,0.0,0.0,255,1.0,0,0,197,http,0.0,1.0,0.0,10,0.0,0.0,0.0,1342,0,1,10,0.0,0.0,normal
5561,0.0,0,0.0,0.01,SF,291,0.0,0,udp,0.0,0.0,212,0.83,0,0,45,domain_u,0.0,1.0,0.0,291,0.0,0.0,0.0,74,0,0,255,0.0,0.0,normal
5563,0.0,0,0.01,0.0,SF,8,0.0,0,tcp,0.0,0.0,68,1.0,0,0,242,http,0.0,1.0,0.0,8,0.0,0.0,0.0,446,0,1,68,0.0,0.0,normal
5564,0.0,0,0.11,0.03,SF,1,0.07,0,udp,1.0,0.0,27,0.11,0,0,34,domain_u,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,0,223,0.0,0.0,normal
5565,0.0,0,0.21,0.12,SF,1,0.05,0,tcp,0.0,0.0,39,0.21,0,0,12,ftp_data,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,1,48,0.0,0.0,normal
5566,0.0,0,0.0,0.0,SF,116,0.0,0,udp,0.0,0.0,255,1.0,0,0,44,domain_u,0.0,1.0,0.0,116,0.0,0.0,0.0,76,0,0,255,0.0,0.0,normal
5567,0.0,0,0.2,0.0,SF,2,0.04,0,tcp,0.0,0.0,255,1.0,0,0,218,http,0.0,1.0,0.0,2,0.0,0.0,0.0,480,0,1,5,0.0,0.0,normal
5568,1.0,0,0.01,0.0,S1,1,0.05,0,tcp,0.0,0.0,255,1.0,0,0,243,http,0.01,1.0,0.0,1,0.59,0.0,1.0,21900,0,1,128,0.23,0.0,normal
5569,0.0,0,0.14,0.0,SF,7,0.02,0,tcp,0.0,0.0,255,1.0,0,0,210,http,0.0,1.0,0.0,7,0.0,0.0,0.0,6746,0,1,7,0.0,0.0,normal
5570,0.0,0,0.0,0.0,SF,17,0.0,0,tcp,0.0,0.0,255,1.0,0,0,340,http,0.0,1.0,0.0,17,0.0,0.0,0.0,285,0,1,255,0.0,0.0,normal
5571,0.0,0,0.01,0.0,SF,167,0.0,0,udp,0.0,0.0,255,1.0,0,0,44,domain_u,0.0,1.0,0.0,167,0.0,0.0,0.0,70,0,0,255,0.0,0.0,normal
5572,0.0,0,0.0,0.0,SF,4,0.0,0,tcp,0.25,0.0,255,1.0,0,0,313,http,0.0,1.0,0.0,8,0.0,0.0,0.0,15298,0,1,255,0.0,0.0,normal
5574,0.0,0,0.0,0.01,SF,1,0.0,0,udp,1.0,0.0,234,0.92,0,0,45,domain_u,0.0,1.0,0.0,2,0.0,0.0,0.0,110,0,0,255,0.02,0.0,normal
5575,0.0,0,0.29,0.02,SF,2,0.02,0,tcp,0.0,0.01,101,0.29,0,0,14,ftp_data,0.01,1.0,0.0,2,0.0,0.0,0.0,0,0,1,143,0.0,0.0,normal
5576,0.0,0,0.0,0.01,SF,1,0.0,0,tcp,0.0,0.0,247,0.97,0,0,262,http,0.0,1.0,0.0,1,0.0,0.0,0.0,1478,0,1,255,0.0,0.0,normal
5577,0.0,23,0.0,0.03,SF,1,0.0,6,tcp,0.0,0.0,48,0.21,0,0,332,ftp,0.0,1.0,0.0,1,0.0,0.0,0.0,1054,1,1,230,0.0,0.0,normal
5578,0.0,0,0.27,0.04,SF,15,0.03,0,tcp,0.0,0.16,76,0.27,0,0,88382,ftp_data,0.0,1.0,0.0,15,0.0,0.0,0.0,0,0,1,77,0.0,0.0,normal
5579,0.0,0,0.01,0.0,SF,11,0.02,0,tcp,0.0,0.0,255,1.0,0,0,291,http,0.0,1.0,0.0,11,0.0,0.0,0.0,4204,0,1,188,0.0,0.0,normal
5580,0.0,3,0.01,0.03,SF,1,0.02,0,tcp,1.0,0.0,171,0.45,0,0,2491,smtp,0.01,1.0,0.0,3,0.0,0.0,0.0,366,0,1,107,0.0,0.0,normal
5581,0.0,0,0.5,0.0,SF,2,0.01,0,tcp,0.0,0.0,255,1.0,0,0,301,http,0.0,1.0,0.0,2,0.0,0.0,0.0,5831,0,1,2,0.0,0.0,normal
5582,0.0,0,0.04,0.0,SF,4,0.04,0,tcp,0.0,0.0,255,1.0,0,0,370,http,0.0,1.0,0.0,4,0.0,0.0,0.0,398,0,1,27,0.0,0.0,normal
5583,0.0,0,0.09,0.58,SF,18,0.0,0,tcp,0.0,0.0,24,0.09,0,0,4753,ftp_data,0.0,1.0,0.0,18,0.0,0.0,0.0,0,0,0,255,0.0,0.0,normal
5584,0.0,0,1.0,0.0,SF,2,0.0,0,tcp,0.0,0.0,2,1.0,0,0,245,ftp_data,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,1,2,0.0,0.0,normal
5585,0.0,129,1.0,0.0,SF,1,1.0,0,tcp,0.0,0.0,3,1.0,0,1,204,telnet,0.0,1.0,0.0,1,0.0,0.0,0.0,30066,0,1,1,0.0,0.0,normal
5586,0.0,0,0.01,0.0,SF,158,0.0,0,udp,0.01,0.0,255,1.0,0,0,45,domain_u,0.0,1.0,0.0,238,0.0,0.0,0.0,45,0,0,255,0.0,0.0,normal
5587,0.0,0,0.16,0.06,SF,1,0.06,0,tcp,0.0,0.0,33,0.16,0,0,641,ftp_data,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,0,68,0.03,0.0,normal
5588,0.0,0,0.01,0.0,SF,10,0.02,0,tcp,0.0,0.0,255,1.0,0,0,244,http,0.0,1.0,0.0,10,0.0,0.0,0.0,2899,0,1,124,0.0,0.0,normal
5589,0.0,0,0.2,0.05,SF,1,0.06,0,udp,1.0,0.0,34,0.2,0,0,32,domain_u,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,0,115,0.0,0.0,normal
5590,0.0,0,0.0,0.0,SF,23,0.0,0,tcp,0.0,0.0,255,1.0,0,0,244,http,0.0,1.0,0.0,23,0.0,0.0,0.0,6068,0,1,255,0.0,0.0,normal
5591,0.0,0,0.4,0.02,SF,3,0.0,0,tcp,0.0,0.0,86,0.4,0,0,7233,ftp_data,0.0,1.0,0.0,3,0.0,0.0,0.0,0,0,1,217,0.03,0.0,normal
5592,0.0,0,0.0,0.0,SF,3,0.0,0,tcp,0.5,0.0,255,1.0,0,0,252,http,0.0,1.0,0.0,6,0.0,0.0,0.0,1315,0,1,255,0.0,0.0,normal
5593,0.0,0,0.0,0.0,SF,21,0.0,0,tcp,0.09,0.0,255,1.0,0,0,332,http,0.0,1.0,0.0,22,0.0,0.0,0.0,749,0,1,255,0.0,0.0,normal
5594,0.0,0,0.1,0.33,SF,20,0.0,0,tcp,0.0,0.0,26,0.1,0,0,9178,ftp_data,0.0,1.0,0.0,20,0.0,0.0,0.0,0,0,1,255,0.0,0.0,normal
5595,0.0,0,0.1,0.3,SF,1,0.0,0,udp,0.0,0.0,8,0.8,0,0,105,private,0.0,1.0,0.0,1,0.0,0.0,0.0,146,0,0,10,0.0,0.0,normal
5596,0.0,0,0.0,0.0,SF,27,0.0,0,tcp,0.0,0.0,255,1.0,0,0,220,http,0.0,1.0,0.0,27,0.0,0.0,0.0,3416,0,1,255,0.0,0.0,normal
5597,0.0,0,0.0,0.0,SF,10,0.0,0,tcp,0.0,0.0,255,1.0,0,0,308,http,0.0,1.0,0.0,10,0.0,0.0,0.0,1461,0,1,255,0.0,0.0,normal
5598,0.0,0,0.0,0.0,SF,12,0.0,0,tcp,0.0,0.0,255,1.0,0,0,220,http,0.0,1.0,0.0,12,0.0,0.0,0.0,11892,0,1,255,0.0,0.0,normal
5600,0.0,0,0.0,0.0,SF,23,0.03,0,tcp,0.0,0.0,255,1.0,0,0,221,http,0.0,1.0,0.0,23,0.0,0.0,0.0,308,0,1,213,0.0,0.0,normal
5601,0.0,0,0.01,0.06,SF,1,0.18,0,tcp,0.0,0.0,17,0.12,0,0,10,auth,0.0,1.0,0.0,1,0.0,0.0,0.0,36,0,1,69,0.0,0.0,normal
5602,0.0,2,0.25,0.02,SF,2,0.02,0,tcp,0.0,0.0,82,0.25,0,0,2194619,ftp_data,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,1,138,0.0,0.0,normal
5603,0.0,0,0.0,0.01,SF,5,0.0,0,udp,0.0,0.0,236,0.96,0,0,44,domain_u,0.0,1.0,0.0,5,0.0,0.0,0.0,110,0,0,246,0.0,0.0,normal
5604,0.0,0,0.0,0.0,SF,14,0.0,0,tcp,0.0,0.0,255,1.0,0,0,293,http,0.0,1.0,0.0,14,0.0,0.0,0.0,3542,0,1,255,0.0,0.0,normal
5605,0.0,0,0.0,0.0,SF,29,0.0,0,tcp,0.06,0.0,255,1.0,0,0,204,http,0.0,1.0,0.0,53,0.0,0.0,0.0,2457,0,1,255,0.0,0.0,normal
5606,0.0,0,0.01,0.0,SF,8,0.02,0,tcp,0.0,0.0,255,1.0,0,0,226,http,0.0,1.0,0.0,8,0.0,0.0,0.0,28076,0,1,92,0.0,0.0,normal
5607,0.0,0,0.07,0.0,SF,14,0.02,0,tcp,0.06,0.0,255,1.0,0,0,234,http,0.0,1.0,0.0,36,0.0,0.0,0.0,484,0,1,14,0.0,0.0,normal
5608,0.0,0,0.34,0.04,SF,2,0.03,0,tcp,0.0,0.0,78,0.34,0,0,5891,ftp_data,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,1,89,0.0,0.0,normal
5609,1.0,0,0.01,0.03,S1,1,0.01,0,tcp,0.0,0.01,157,0.39,0,0,0,smtp,0.02,1.0,0.0,1,0.0,0.0,1.0,0,0,0,87,0.0,0.0,normal
5610,0.0,0,0.02,0.0,SF,2,0.01,0,tcp,0.15,0.0,255,1.0,0,0,237,http,0.0,1.0,0.0,47,0.01,0.0,0.0,2912,0,1,53,0.0,0.0,normal
5611,0.0,0,0.0,0.01,SF,6,0.0,0,udp,0.22,0.0,224,0.88,0,0,42,domain_u,0.0,1.0,0.0,9,0.0,0.0,0.0,42,0,0,255,0.0,0.0,normal
5612,0.0,0,0.08,0.0,SF,2,0.02,0,tcp,0.0,0.0,255,1.0,0,0,179,http,0.0,1.0,0.0,2,0.0,0.0,0.0,5592,0,1,12,0.0,0.0,normal
5613,0.0,0,0.33,0.0,SF,3,0.02,0,tcp,0.0,0.0,255,1.0,0,0,303,http,0.0,1.0,0.0,3,0.0,0.0,0.0,343,0,1,3,0.0,0.0,normal
5614,0.0,0,0.01,0.0,SF,14,0.04,0,tcp,0.0,0.0,255,1.0,0,0,213,http,0.0,1.0,0.0,14,0.0,0.0,0.0,567,0,1,113,0.0,0.0,normal
5615,0.0,0,0.01,0.0,SF,7,0.02,0,tcp,0.16,0.0,255,1.0,0,0,288,http,0.0,1.0,0.14,31,0.0,0.03,0.0,293,0,1,161,0.01,0.0,normal
5616,0.0,0,0.01,0.0,SF,95,0.0,0,udp,0.0,0.0,255,1.0,0,0,43,domain_u,0.0,1.0,0.0,95,0.0,0.0,0.0,73,0,0,255,0.0,0.0,normal
5617,0.0,0,1.0,0.0,REJ,1,0.23,0,tcp,0.0,0.02,53,1.0,0,0,0,http,0.0,1.0,1.0,1,0.96,1.0,0.0,0,0,0,1,1.0,0.0,normal
5618,0.0,0,0.0,0.0,SF,4,0.01,0,tcp,0.0,0.0,255,1.0,0,0,224,http,0.0,1.0,0.0,4,0.0,0.0,0.0,3867,0,1,228,0.0,0.0,normal
5619,0.0,0,0.0,0.02,SF,19,0.0,0,udp,0.02,0.0,190,0.78,0,0,45,domain_u,0.0,1.0,0.0,85,0.0,0.0,0.0,132,0,0,245,0.0,0.0,normal
5620,0.0,0,0.02,0.0,SF,7,0.03,0,tcp,0.0,0.0,255,1.0,0,0,257,http,0.0,1.0,0.0,7,0.0,0.0,0.0,11445,0,1,57,0.0,0.0,normal
5621,0.0,0,0.0,0.0,SF,10,0.0,0,tcp,0.0,0.0,255,1.0,0,0,321,http,0.0,1.0,0.0,10,0.0,0.0,0.0,682,0,1,255,0.0,0.0,normal
5622,0.0,0,0.09,0.0,SF,3,0.03,0,tcp,0.0,0.0,162,1.0,0,0,268,http,0.0,1.0,0.0,3,0.0,0.0,0.0,9822,0,1,11,0.0,0.0,normal
5623,0.0,16,0.01,0.01,SF,2,0.0,0,udp,0.0,0.0,233,0.91,0,0,105,private,0.0,1.0,0.0,2,0.0,0.0,0.0,147,0,0,255,0.0,0.0,normal
5624,0.0,20,0.0,0.07,SF,1,0.0,4,tcp,0.0,0.04,53,0.26,0,0,245,ftp,0.01,1.0,0.0,1,0.0,0.0,0.0,774,1,1,201,0.0,0.0,normal
5625,0.0,0,0.0,0.0,SF,18,0.0,0,tcp,0.0,0.0,255,1.0,0,0,253,http,0.0,1.0,0.0,18,0.0,0.0,0.0,269,0,1,255,0.0,0.0,normal
5626,0.0,0,0.88,0.02,SF,63,0.01,0,udp,0.01,0.0,200,0.88,0,0,45,domain_u,0.0,1.0,0.0,278,0.0,0.0,0.0,111,0,0,121,0.09,0.0,normal
5627,0.0,0,0.01,0.0,SF,13,0.12,0,tcp,0.0,0.0,247,1.0,0,0,409,http,0.0,1.0,0.0,13,0.49,0.0,0.0,6033,0,1,139,0.09,0.0,normal
5628,0.0,9,0.0,0.02,SF,1,0.0,0,tcp,0.0,0.0,45,0.18,0,0,1686,smtp,0.74,1.0,0.0,1,0.0,0.0,0.0,488,0,1,255,0.0,0.0,normal
